"lfdn";"external_lfdn";"tester";"dispcode";"lastpage";"quality";"duration";"c_0001";"ALTER";"GESCHLECHT";"BILDUNG";"LAND";"LAND_2";"BLUTSPENDEVERHALTEN";"BLUTSPENDEORGANISATION";"BLUTSPENDEORGANISATION_2";"AMOTIVATION_1";"AMOTIVATION_2";"AMOTIVATION_3";"EXTERNAL_REGULATION_1";"EXTERNAL_REGULATION_2";"EXTERNAL_REGULATION_3";"INTROJECTED_REGULATION_1";"INTROJECTED_REGULATION_2";"ATTENTION_CHECK";"INTROJECTED_REGULATION_3";"IDENTIFIED_REGUALTION_1";"IDENTIFIED_REGUALTION_2";"IDENTIFIED_REGUALTION_3";"INTEGRATED_REGULATION_1";"INTEGRATED_REGULATION_2";"INTEGRATED_REGULATION_3";"INTRINSIC_REGUALTION_1";"INTRINSIC_REGUALTION_2";"INTRINSIC_REGUALTION_3";"INTENTION_1";"INTENTION_2";"INTENTION_3";"browser";"referer";"device_type";"quota";"quota_assignment";"quota_rejected_id";"page_history";"hflip";"vflip";"output_mode";"javascript";"flash";"session_id";"language";"cleaned";"ats";"datetime";"date_of_last_access";"date_of_first_mail";"rts6889058";"rts6889146";"rts6889149";"rts6891057";"rts6891082";"rts6891085";"rts6891089";"rts6891115"
"1856";"0";"0";"31";"6888322";"-77";"178";"2";"29";"2";"4";"1";"-99";"2";"-77";"-66";"7";"7";"1";"1";"1";"1";"1";"1";"1";"1";"1";"7";"7";"1";"1";"1";"1";"1";"1";"1";"1";"1";"Mozilla/5.0 (iPhone; CPU iPhone OS 17_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.3.1 Mobile/15E148 Safari/604.1";"-99";"0";"0";"-66";"0";"6889058,6889145,6889149,6891057,6891077,6891084,6891085,6891088,6891115,6888322";"1";"0";"0";"-77";"-77";"fdf123eb15d68932d4a1529690fb3b90";"1";"0";"1710860395";"2024-03-19 14:59:55";"2024-03-19 15:02:53";"0000-00-00 00:00:00";"20";"0";"140";"146";"0";"164";"0";"178"
"1857";"0";"0";"31";"6888322";"-77";"173";"3";"29";"2";"4";"1";"-99";"1";"4";"HEMA";"1";"6";"3";"1";"1";"2";"2";"3";"1";"2";"4";"5";"6";"1";"4";"2";"3";"2";"2";"2";"2";"2";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889146,6889149,6891057,6891077,6891084,6891088,6891089,6891115,6888322";"0";"1";"0";"-77";"-77";"c1d95f2a39496cf1c8733ae03ea69ccf";"1";"0";"1710861055";"2024-03-19 15:10:55";"2024-03-19 15:13:48";"0000-00-00 00:00:00";"22";"30";"150";"155";"0";"0";"158";"173"
"1859";"0";"0";"31";"6888322";"-77";"218";"1";"41";"1";"7";"1";"-99";"1";"1";"-99";"1";"3";"7";"1";"2";"1";"3";"6";"1";"6";"6";"7";"7";"5";"6";"5";"7";"7";"6";"7";"7";"7";"Mozilla/5.0 (iPhone; CPU iPhone OS 17_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/21D61 [FBAN/FBIOS;FBAV/455.0.0.50.103;FBBV/575929547;FBDV/iPhone13,3;FBMD/iPhone;FBSN/iOS;FBSV/17.3.1;FBSS/3;FBID/phone;FBLC/de_DE;FBOP/5;FBRV/578040716]";"http://m.facebook.com";"0";"0";"-66";"0";"6889058,6889145,6889146,6889149,6891057,6891077,6891082,6891084,6891088,6891115,6888322";"1";"1";"0";"-77";"-77";"7b48fec9a4150c2ea095be5f39d5348d";"1";"0";"1710862226";"2024-03-19 15:30:26";"2024-03-19 15:34:04";"0000-00-00 00:00:00";"64";"69";"181";"184";"203";"0";"0";"218"
"1861";"0";"0";"31";"6888322";"-77";"181";"3";"49";"1";"6";"1";"-99";"1";"1";"-99";"1";"4";"7";"1";"1";"1";"6";"5";"1";"7";"7";"7";"7";"6";"7";"6";"6";"6";"5";"7";"7";"7";"Mozilla/5.0 (iPhone; CPU iPhone OS 17_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/21D61 [FBAN/FBIOS;FBAV/451.0.4.35.109;FBBV/566175818;FBDV/iPhone16,1;FBMD/iPhone;FBSN/iOS;FBSV/17.3.1;FBSS/3;FBID/phone;FBLC/de_DE;FBOP/5;FBRV/569806594]";"http://m.facebook.com";"0";"0";"-66";"0";"6889058,6889145,6889146,6889149,6891057,6891077,6891084,6891088,6891089,6891115,6888322";"0";"0";"0";"-77";"-77";"d02e4c96cea5078875543e9e1314251b";"1";"0";"1710863286";"2024-03-19 15:48:06";"2024-03-19 15:51:07";"0000-00-00 00:00:00";"37";"40";"145";"149";"0";"0";"151";"181"
"1862";"0";"0";"31";"6888322";"-77";"209";"2";"25";"2";"4";"1";"-99";"1";"3";"-99";"3";"5";"7";"2";"1";"4";"4";"5";"1";"3";"4";"7";"7";"3";"2";"4";"2";"3";"1";"3";"5";"4";"Mozilla/5.0 (iPhone; CPU iPhone OS 17_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.3.1 Mobile/15E148 Safari/604.1";"-99";"0";"0";"-66";"0";"6889058,6889145,6889146,6889149,6891057,6891077,6891084,6891085,6891088,6891115,6888322";"0";"1";"0";"-77";"-77";"13d1735b92097a94adf856af1a37608e";"1";"0";"1710863711";"2024-03-19 15:55:11";"2024-03-19 15:58:40";"0000-00-00 00:00:00";"23";"28";"173";"175";"0";"186";"0";"209"
"1863";"0";"0";"31";"6888322";"-77";"190";"1";"56";"1";"3";"1";"-99";"1";"1";"-99";"1";"7";"1";"1";"1";"1";"2";"4";"1";"7";"6";"7";"7";"7";"7";"6";"7";"7";"7";"1";"1";"1";"Mozilla/5.0 (Linux; Android 13; SAMSUNG SM-G780G) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/23.0 Chrome/115.0.0.0 Mobile Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889146,6889149,6891057,6891077,6891082,6891084,6891088,6891115,6888322";"0";"0";"0";"-77";"-77";"ed47b61d13f912cd98a9494d5dc02909";"1";"0";"1710863790";"2024-03-19 15:56:30";"2024-03-19 15:59:40";"0000-00-00 00:00:00";"22";"27";"158";"162";"175";"0";"0";"190"
"1864";"0";"0";"31";"6888322";"-77";"105";"3";"29";"1";"5";"1";"-99";"1";"1";"-99";"1";"3";"3";"4";"4";"6";"4";"2";"1";"4";"5";"5";"5";"5";"4";"4";"4";"4";"3";"6";"6";"6";"Mozilla/5.0 (Linux; Android 14; SM-S901B Build/UP1A.231005.007; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/122.0.6261.125 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/455.0.0.44.88;]";"https://lm.facebook.com/";"0";"0";"-66";"0";"6889058,6889145,6889146,6889149,6891057,6891077,6891084,6891088,6891089,6891115,6888322";"1";"1";"0";"-77";"-77";"5baf987edf1bc71dd0ae9bbbccb1d51b";"1";"0";"1710864162";"2024-03-19 16:02:42";"2024-03-19 16:04:27";"0000-00-00 00:00:00";"11";"16";"88";"90";"0";"0";"92";"105"
"1865";"0";"0";"31";"6888322";"-77";"170";"2";"38";"1";"2";"1";"-99";"1";"1";"-99";"1";"4";"1";"1";"1";"1";"4";"4";"1";"4";"7";"7";"6";"7";"4";"4";"7";"4";"4";"7";"7";"7";"Mozilla/5.0 (iPhone; CPU iPhone OS 17_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/21D61 [FBAN/FBIOS;FBAV/455.0.0.50.103;FBBV/575929547;FBDV/iPhone16,2;FBMD/iPhone;FBSN/iOS;FBSV/17.3.1;FBSS/3;FBID/phone;FBLC/de_DE;FBOP/5;FBRV/578340415]";"http://m.facebook.com";"0";"0";"-66";"0";"6889058,6889058,6889058,6889145,6889146,6889149,6891057,6891077,6891084,6891085,6891088,6891115,6888322";"0";"0";"0";"-77";"-77";"17c5cbd87ba6330545e8ebafd7cd86f0";"1";"0";"1710864630";"2024-03-19 16:10:30";"2024-03-19 16:13:20";"0000-00-00 00:00:00";"30";"34";"130";"134";"0";"150";"0";"170"
"1866";"0";"0";"31";"6888322";"-77";"219";"1";"42";"2";"2";"1";"-99";"1";"1";"-99";"1";"1";"1";"1";"7";"1";"1";"1";"1";"7";"7";"7";"7";"7";"7";"7";"7";"7";"7";"7";"7";"7";"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/21E219 [FBAN/FBIOS;FBAV/455.0.0.50.103;FBBV/575929547;FBDV/iPhone12,8;FBMD/iPhone;FBSN/iOS;FBSV/17.4;FBSS/2;FBID/phone;FBLC/de_DE;FBOP/5;FBRV/578369540]";"http://m.facebook.com";"0";"0";"-66";"0";"6889058,6889145,6889146,6889149,6891057,6891077,6891082,6891084,6891088,6891115,6888322";"1";"0";"0";"-77";"-77";"21d53fada8e1a395d71e559593fae6f5";"1";"0";"1710865219";"2024-03-19 16:20:19";"2024-03-19 16:23:58";"0000-00-00 00:00:00";"27";"32";"181";"188";"202";"0";"0";"219"
"1867";"0";"0";"31";"6888322";"-77";"178";"1";"46";"2";"2";"1";"-99";"1";"1";"-99";"1";"2";"7";"1";"1";"1";"4";"5";"1";"4";"6";"7";"7";"5";"6";"6";"5";"5";"5";"7";"7";"7";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36 Edg/123.0.0.0";"https://l.facebook.com/";"0";"0";"-66";"0";"6889058,6889145,6889146,6889149,6891057,6891077,6891082,6891084,6891088,6891115,6888322";"0";"1";"0";"-77";"-77";"23b4d2dcf047041989f2232088a75b66";"1";"0";"1710865522";"2024-03-19 16:25:22";"2024-03-19 16:28:20";"0000-00-00 00:00:00";"27";"31";"138";"142";"157";"0";"0";"178"
"1868";"0";"0";"31";"6888322";"-77";"235";"2";"49";"2";"3";"1";"-99";"1";"1";"-99";"1";"2";"1";"1";"2";"2";"3";"6";"1";"7";"7";"7";"7";"4";"6";"7";"7";"6";"6";"7";"7";"7";"Mozilla/5.0 (Linux; Android 10; CLT-L09 Build/HUAWEICLT-L09; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/122.0.6261.125 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/455.0.0.44.88;]";"https://lm.facebook.com/";"0";"0";"-66";"0";"6889058,6889145,6889146,6889149,6891057,6891077,6891084,6891085,6891088,6891115,6888322";"0";"1";"0";"-77";"-77";"c7b4e070a0597bde23e54839846dca20";"1";"0";"1710865823";"2024-03-19 16:30:23";"2024-03-19 16:34:18";"0000-00-00 00:00:00";"39";"45";"175";"183";"0";"198";"0";"235"
"1871";"0";"0";"31";"6888322";"-77";"221";"3";"49";"1";"4";"1";"-99";"1";"1";"-99";"1";"1";"1";"1";"1";"1";"4";"4";"1";"7";"7";"7";"7";"7";"7";"7";"7";"7";"7";"7";"7";"7";"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/24.0 Chrome/117.0.0.0 Mobile Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889146,6889149,6891057,6891077,6891084,6891088,6891089,6891115,6888322";"0";"0";"0";"-77";"-77";"eb73091798653762a3170971e3d1c2f3";"1";"0";"1710866802";"2024-03-19 16:46:42";"2024-03-19 16:50:23";"0000-00-00 00:00:00";"44";"49";"195";"201";"0";"0";"203";"221"
"1872";"0";"0";"31";"6888322";"-77";"161";"1";"36";"1";"6";"1";"-99";"1";"3";"-99";"1";"1";"7";"1";"1";"1";"7";"7";"1";"7";"7";"7";"7";"4";"7";"7";"7";"7";"7";"7";"7";"7";"Mozilla/5.0 (Linux; Android 14; SM-A528B Build/UP1A.231005.007; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/122.0.6261.106 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/454.1.0.49.104;]";"https://lm.facebook.com/";"0";"0";"-66";"0";"6889058,6889145,6889146,6889149,6891057,6891077,6891082,6891084,6891088,6891115,6888322";"1";"0";"0";"-77";"-77";"ee64688b0b3932f89ccfaa65ae1014f4";"1";"0";"1710868495";"2024-03-19 17:14:55";"2024-03-19 17:17:36";"0000-00-00 00:00:00";"18";"28";"121";"130";"147";"0";"0";"161"
"1873";"0";"0";"31";"6888322";"-77";"1073";"2";"54";"2";"2";"1";"-99";"1";"1";"-99";"1";"1";"1";"1";"7";"1";"7";"7";"1";"7";"7";"7";"7";"7";"7";"7";"7";"7";"7";"7";"7";"7";"Mozilla/5.0 (Linux; Android 13; 2201117SY Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/122.0.6261.125 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/455.0.0.44.88;]";"https://lm.facebook.com/";"0";"0";"-66";"0";"6889058,6889145,6889146,6889149,6891057,6891077,6891084,6891085,6891088,6891115,6888322";"0";"1";"0";"-77";"-77";"2d2978ee082c1faf4c08e6c21fdb5988";"1";"0";"1710868668";"2024-03-19 17:17:48";"2024-03-19 17:35:41";"0000-00-00 00:00:00";"159";"177";"874";"888";"0";"967";"0";"1073"
"1874";"0";"0";"31";"6888322";"-77";"190";"3";"39";"1";"2";"1";"-99";"1";"1";"-99";"1";"3";"4";"4";"1";"3";"2";"2";"1";"6";"5";"5";"5";"5";"6";"5";"5";"4";"5";"7";"7";"7";"Mozilla/5.0 (iPhone; CPU iPhone OS 17_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/21D61 [FBAN/FBIOS;FBAV/455.0.0.50.103;FBBV/575929547;FBDV/iPhone13,4;FBMD/iPhone;FBSN/iOS;FBSV/17.3.1;FBSS/3;FBID/phone;FBLC/de_DE;FBOP/5;FBRV/578323930]";"http://m.facebook.com";"0";"0";"-66";"0";"6889058,6889058,6889058,6889145,6889146,6889149,6891057,6891077,6891084,6891088,6891089,6891115,6888322";"0";"0";"0";"-77";"-77";"dc2268911c09d04a94d56ae4196b952f";"1";"0";"1710871426";"2024-03-19 18:03:46";"2024-03-19 18:06:56";"0000-00-00 00:00:00";"22";"26";"170";"173";"0";"0";"175";"190"
"1875";"0";"0";"31";"6888322";"-77";"221";"3";"51";"1";"2";"1";"-99";"1";"1";"-99";"1";"2";"1";"1";"5";"5";"4";"5";"1";"6";"7";"7";"7";"6";"6";"6";"6";"6";"5";"7";"7";"7";"Mozilla/5.0 (Linux; Android 10; SM-G965F Build/QP1A.190711.020; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/122.0.6261.125 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/455.0.0.44.88;]";"https://lm.facebook.com/";"0";"0";"-66";"0";"6889058,6889145,6889146,6889149,6891057,6891077,6891084,6891088,6891089,6891115,6888322";"1";"1";"0";"-77";"-77";"88ca1b55445eff5415617d0162257e91";"1";"0";"1710871956";"2024-03-19 18:12:36";"2024-03-19 18:16:17";"0000-00-00 00:00:00";"22";"31";"187";"192";"0";"0";"197";"221"
"1876";"0";"0";"31";"6888322";"-77";"175";"1";"54";"1";"4";"1";"-99";"1";"1";"-99";"1";"2";"1";"1";"1";"1";"2";"2";"1";"2";"7";"7";"7";"6";"6";"6";"7";"7";"5";"7";"7";"7";"Mozilla/5.0 (iPad; CPU OS 17_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/21D61 [FBAN/FBIOS;FBAV/454.0.0.47.107;FBBV/573382529;FBDV/iPad12,1;FBMD/iPad;FBSN/iPadOS;FBSV/17.3.1;FBSS/2;FBID/tablet;FBLC/de_DE;FBOP/5;FBRV/576695438]";"http://m.facebook.com";"0";"0";"-66";"0";"6889058,6889145,6889146,6889149,6891057,6891077,6891082,6891084,6891088,6891115,6888322";"0";"1";"0";"-77";"-77";"18b60b02dea2b6e012ed357a55a45220";"1";"0";"1710873214";"2024-03-19 18:33:34";"2024-03-19 18:36:29";"0000-00-00 00:00:00";"38";"42";"144";"150";"160";"0";"0";"175"
"1877";"0";"0";"31";"6888322";"-77";"165";"2";"44";"1";"1";"1";"-99";"1";"1";"-99";"4";"4";"3";"2";"5";"6";"2";"4";"1";"4";"3";"7";"7";"4";"2";"4";"2";"5";"2";"2";"2";"2";"Mozilla/5.0 (Linux; Android 14; SM-A528B Build/UP1A.231005.007; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/122.0.6261.125 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/455.0.0.44.88;]";"https://lm.facebook.com/";"0";"0";"-66";"0";"6889058,6889145,6889146,6889149,6891057,6891077,6891084,6891085,6891088,6891115,6888322";"1";"1";"0";"-77";"-77";"e35e0d41d8b4a5bd2513cb98df94908c";"1";"0";"1710873747";"2024-03-19 18:42:27";"2024-03-19 18:45:12";"0000-00-00 00:00:00";"26";"33";"138";"141";"0";"151";"0";"165"
"1878";"0";"0";"31";"6888322";"-77";"538";"1";"49";"1";"4";"1";"-99";"1";"1";"-99";"1";"6";"1";"1";"1";"1";"4";"4";"1";"4";"6";"5";"6";"6";"6";"6";"6";"6";"6";"6";"6";"6";"Mozilla/5.0 (Linux; Android 10; SM-G960F Build/QP1A.190711.020; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/122.0.6261.125 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/455.0.0.44.88;]";"https://lm.facebook.com/";"0";"0";"-66";"0";"6889058,6889145,6889146,6889149,6891057,6891077,6891082,6891084,6891088,6891115,6888322";"1";"0";"0";"-77";"-77";"04ff71d7833e896fb85518472c8cdf63";"1";"0";"1710873953";"2024-03-19 18:45:53";"2024-03-19 18:54:51";"0000-00-00 00:00:00";"65";"72";"277";"282";"299";"0";"0";"537"
"1879";"0";"0";"31";"6888322";"-77";"232";"3";"57";"1";"2";"1";"-99";"1";"1";"-99";"1";"1";"1";"1";"1";"1";"4";"7";"1";"7";"7";"7";"7";"7";"7";"7";"7";"7";"5";"7";"7";"7";"Mozilla/5.0 (Linux; Android 14; SM-A546B Build/UP1A.231005.007; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/122.0.6261.125 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/455.0.0.44.88;]";"https://lm.facebook.com/";"0";"0";"-66";"0";"6889058,6889145,6889146,6889149,6891057,6891077,6891084,6891088,6891089,6891115,6888322";"0";"1";"0";"-77";"-77";"1833722ade21e958bbef402755d8bbe7";"1";"0";"1710874240";"2024-03-19 18:50:40";"2024-03-19 18:54:32";"0000-00-00 00:00:00";"37";"43";"187";"198";"0";"0";"202";"232"
"1880";"0";"0";"31";"6888322";"-77";"274";"2";"58";"1";"2";"1";"-99";"1";"1";"-99";"1";"4";"1";"1";"1";"1";"1";"4";"1";"4";"5";"7";"7";"5";"4";"5";"7";"4";"5";"1";"1";"1";"Mozilla/5.0 (Linux; Android 10; SM-J600FN Build/QP1A.190711.020; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/122.0.6261.102 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/454.1.0.49.104;]";"https://lm.facebook.com/";"0";"0";"-66";"0";"6889058,6889058,6889058,6889145,6889146,6889149,6891057,6891077,6891084,6891085,6891088,6891115,6888322";"1";"0";"0";"-77";"-77";"23d50b64d0d35725bab92bf239ac6986";"1";"0";"1710874493";"2024-03-19 18:54:53";"2024-03-19 18:59:27";"0000-00-00 00:00:00";"54";"61";"220";"232";"0";"255";"0";"274"
"1881";"0";"0";"31";"6888322";"-77";"254";"2";"33";"1";"3";"1";"-99";"1";"1";"-99";"1";"1";"1";"1";"2";"1";"7";"7";"1";"7";"7";"7";"7";"7";"7";"7";"7";"7";"7";"7";"7";"7";"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/21E219 [FBAN/FBIOS;FBAV/455.0.0.50.103;FBBV/575929547;FBDV/iPhone13,2;FBMD/iPhone;FBSN/iOS;FBSV/17.4;FBSS/3;FBID/phone;FBLC/de_DE;FBOP/5;FBRV/578441649]";"http://m.facebook.com";"0";"0";"-66";"0";"6889058,6889145,6889146,6889149,6891057,6891077,6891084,6891085,6891088,6891115,6888322";"1";"1";"0";"-77";"-77";"3e7e8639fb540e52b8c67cd01e5a20a4";"1";"0";"1710874693";"2024-03-19 18:58:13";"2024-03-19 19:02:27";"0000-00-00 00:00:00";"30";"36";"181";"186";"0";"202";"0";"254"
"1882";"0";"0";"31";"6888322";"-77";"315";"1";"54";"1";"3";"1";"-99";"1";"1";"-99";"3";"4";"2";"4";"4";"1";"1";"3";"1";"3";"5";"6";"6";"6";"3";"5";"4";"5";"5";"5";"5";"5";"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Mobile Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889146,6889149,6891057,6891077,6891082,6891084,6891088,6891115,6888322";"0";"1";"0";"-77";"-77";"e5f7e181981bbe445134c02f12f83431";"1";"0";"1710874884";"2024-03-19 19:01:24";"2024-03-19 19:06:39";"0000-00-00 00:00:00";"34";"42";"242";"250";"270";"0";"0";"315"
"1883";"0";"0";"31";"6888322";"-77";"168";"3";"45";"2";"2";"1";"-99";"1";"1";"-99";"1";"5";"1";"1";"1";"1";"4";"6";"1";"7";"5";"7";"7";"5";"2";"3";"6";"2";"6";"7";"7";"7";"Mozilla/5.0 (Linux; Android 13; M2103K19G Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/122.0.6261.119 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/454.1.0.49.104;]";"https://lm.facebook.com/";"0";"0";"-66";"0";"6889058,6889145,6889146,6889149,6889149,6889149,6891057,6891077,6891084,6891088,6891089,6891115,6888322";"1";"1";"0";"-77";"-77";"ba6a9657c3d6de8ff141aea09c6ce75a";"1";"0";"1710875161";"2024-03-19 19:06:01";"2024-03-19 19:08:49";"0000-00-00 00:00:00";"16";"20";"146";"152";"0";"0";"154";"168"
"1884";"0";"0";"31";"6888322";"-77";"177";"2";"47";"1";"6";"1";"-99";"1";"1";"-99";"1";"3";"1";"2";"3";"1";"5";"5";"1";"7";"7";"7";"7";"7";"7";"7";"4";"7";"7";"7";"7";"7";"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/21E219 [FBAN/FBIOS;FBAV/455.0.0.50.103;FBBV/575929547;FBDV/iPhone14,3;FBMD/iPhone;FBSN/iOS;FBSV/17.4;FBSS/3;FBID/phone;FBLC/de_DE;FBOP/5;FBRV/578369540]";"http://m.facebook.com";"0";"0";"-66";"0";"6889058,6889145,6889146,6889149,6891057,6891077,6891084,6891085,6891088,6891115,6888322";"0";"0";"0";"-77";"-77";"7007933ad4aa070f345284bd0f13de51";"1";"0";"1710876231";"2024-03-19 19:23:51";"2024-03-19 19:26:48";"0000-00-00 00:00:00";"15";"20";"127";"131";"0";"148";"0";"177"
"1885";"0";"0";"31";"6888322";"-77";"271";"1";"43";"1";"5";"1";"-99";"1";"1";"-99";"1";"1";"1";"1";"7";"1";"4";"5";"1";"6";"7";"7";"7";"7";"7";"7";"7";"5";"6";"7";"7";"2";"Mozilla/5.0 (Linux; Android 14; SM-A137F Build/UP1A.231005.007; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/122.0.6261.105 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/454.1.0.49.104;]";"https://lm.facebook.com/";"0";"0";"-66";"0";"6889058,6889145,6889146,6889149,6891057,6891077,6891082,6891084,6891088,6891115,6888322";"1";"1";"0";"-77";"-77";"b8faa566a024f24f3b5b45c8a634289e";"1";"0";"1710876767";"2024-03-19 19:32:47";"2024-03-19 19:37:18";"0000-00-00 00:00:00";"42";"48";"212";"231";"246";"0";"0";"271"
"1886";"0";"0";"31";"6888322";"-77";"226";"3";"55";"2";"6";"1";"-99";"1";"1";"-99";"3";"1";"1";"1";"4";"1";"3";"2";"1";"2";"5";"7";"6";"4";"6";"5";"2";"4";"3";"7";"7";"7";"Mozilla/5.0 (iPhone; CPU iPhone OS 17_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/21D61 [FBAN/FBIOS;FBAV/455.0.0.50.103;FBBV/575929547;FBDV/iPhone14,5;FBMD/iPhone;FBSN/iOS;FBSV/17.3.1;FBSS/3;FBID/phone;FBLC/de_DE;FBOP/5;FBRV/577733988]";"http://m.facebook.com";"0";"0";"-66";"0";"6889058,6889145,6889146,6889149,6891057,6891077,6891084,6891088,6891089,6891115,6888322";"0";"1";"0";"-77";"-77";"11ac43337388d6397539a4fa353d7c36";"1";"0";"1710877898";"2024-03-19 19:51:38";"2024-03-19 19:55:24";"0000-00-00 00:00:00";"31";"36";"195";"201";"0";"0";"203";"226"
"1887";"0";"0";"31";"6888322";"-77";"371";"1";"39";"1";"2";"1";"-99";"1";"1";"-99";"1";"1";"5";"1";"1";"1";"1";"1";"1";"4";"7";"7";"7";"5";"7";"5";"7";"7";"3";"7";"7";"7";"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/21E219 [FBAN/FBIOS;FBAV/455.0.0.50.103;FBBV/575929547;FBDV/iPhone14,7;FBMD/iPhone;FBSN/iOS;FBSV/17.4;FBSS/3;FBID/phone;FBLC/de_DE;FBOP/5;FBRV/578105567]";"http://m.facebook.com";"0";"0";"-66";"0";"6889058,6889058,6889058,6889145,6889146,6889149,6891057,6891077,6891082,6891084,6891088,6891115,6888322";"0";"1";"0";"-77";"-77";"8149e27e76c2df4fb44b3126a6205a7c";"1";"0";"1710878201";"2024-03-19 19:56:41";"2024-03-19 20:02:52";"0000-00-00 00:00:00";"28";"214";"340";"344";"355";"0";"0";"371"
"1888";"0";"0";"31";"6888322";"-77";"274";"2";"45";"2";"4";"1";"-99";"1";"1";"-99";"1";"4";"1";"4";"1";"1";"2";"5";"1";"5";"4";"7";"7";"3";"5";"5";"7";"4";"4";"7";"7";"7";"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Mobile/15E148 Safari/604.1";"-99";"0";"0";"-66";"0";"6889058,6889145,6889146,6889149,6891057,6891077,6891084,6891085,6891088,6891115,6888322";"1";"0";"0";"-77";"-77";"f6f59ba7518b829cffce30716ffb7b1e";"1";"0";"1710878808";"2024-03-19 20:06:48";"2024-03-19 20:11:22";"0000-00-00 00:00:00";"35";"41";"203";"210";"0";"236";"0";"274"
