"lfdn";"external_lfdn";"tester";"dispcode";"lastpage";"quality";"duration";"c_0001";"ALTER";"GESCHLECHT";"BILDUNG";"LAND";"LAND_2";"BLUTSPENDEVERHALTEN";"BLUTSPENDEORGANISATION";"BLUTSPENDEORGANISATION_2";"AMOTIVATION_1";"AMOTIVATION_2";"AMOTIVATION_3";"EXTERNAL_REGULATION_1";"EXTERNAL_REGULATION_2";"EXTERNAL_REGULATION_3";"INTROJECTED_REGULATION_1";"INTROJECTED_REGULATION_2";"ATTENTION_CHECK";"INTROJECTED_REGULATION_3";"IDENTIFIED_REGUALTION_1";"IDENTIFIED_REGUALTION_2";"IDENTIFIED_REGUALTION_3";"INTEGRATED_REGULATION_1";"INTEGRATED_REGULATION_2";"INTEGRATED_REGULATION_3";"INTRINSIC_REGUALTION_1";"INTRINSIC_REGUALTION_2";"INTRINSIC_REGUALTION_3";"INTENTION_1";"INTENTION_2";"INTENTION_3";"browser";"referer";"device_type";"quota";"quota_assignment";"quota_rejected_id";"page_history";"hflip";"vflip";"output_mode";"javascript";"flash";"session_id";"language";"cleaned";"ats";"datetime";"date_of_last_access";"date_of_first_mail";"rts6889058";"rts6889146";"rts6889149";"rts6891057";"rts6891082";"rts6891085";"rts6891089";"rts6891115";"rts6891152"
"717";"0";"1";"31";"6888322";"-77";"0";"1";"51";"4";"7";"1";"-99";"3";"-77";"-66";"7";"6";"4";"7";"6";"4";"4";"1";"2";"1";"5";"2";"5";"2";"4";"5";"7";"6";"3";"7";"7";"6";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889149,6891057,6891077,6891082,6891084,6891088,6891115,6891152,6888322";"0";"1";"0";"-77";"-77";"684511c9ac53e6b721d76d9cb726e1a1";"1";"0";"1709334673";"2024-03-01 23:11:13";"2024-03-01 23:11:13";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"718";"0";"1";"31";"6888322";"-77";"0";"1";"7";"3";"5";"2";"-99";"1";"1";"-99";"5";"4";"6";"5";"5";"2";"1";"5";"6";"4";"4";"3";"6";"5";"7";"2";"3";"2";"6";"5";"7";"5";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889146,6889149,6891057,6891077,6891082,6891084,6891088,6891115,6891152,6888322";"1";"0";"0";"-77";"-77";"b68258eadf4e51ce78f33a4bfd7180a2";"1";"0";"1709334673";"2024-03-01 23:11:13";"2024-03-01 23:11:13";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"719";"0";"1";"31";"6888322";"-77";"0";"3";"66";"1";"1";"3";"-99";"1";"4";"Testtext A+T";"1";"2";"4";"3";"4";"1";"2";"6";"7";"5";"5";"3";"5";"6";"7";"2";"4";"4";"2";"7";"7";"5";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889146,6889149,6891057,6891077,6891084,6891088,6891089,6891115,6891152,6888322";"0";"0";"0";"-77";"-77";"146016015d934488316396c1c5021052";"1";"0";"1709334674";"2024-03-01 23:11:14";"2024-03-01 23:11:14";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"720";"0";"1";"31";"6888322";"-77";"0";"2";"73";"2";"7";"2";"-99";"1";"1";"-99";"3";"3";"7";"2";"1";"3";"5";"7";"7";"1";"2";"7";"6";"5";"1";"4";"2";"1";"2";"2";"7";"3";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889146,6889149,6891057,6891077,6891084,6891085,6891088,6891115,6891152,6888322";"0";"1";"0";"-77";"-77";"d3ab616e8f0d090a2345feed9f2f2377";"1";"0";"1709334674";"2024-03-01 23:11:14";"2024-03-01 23:11:14";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"721";"0";"1";"31";"6888322";"-77";"1";"1";"27";"4";"7";"2";"-99";"1";"4";"Testtext A+T";"1";"6";"5";"4";"3";"2";"4";"3";"2";"1";"6";"1";"2";"7";"6";"3";"3";"7";"3";"3";"5";"2";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889146,6889149,6891057,6891077,6891082,6891084,6891088,6891115,6891152,6888322";"0";"0";"0";"-77";"-77";"554edac94134d7c01665b0d721b35425";"1";"0";"1709334674";"2024-03-01 23:11:14";"2024-03-01 23:11:15";"0000-00-00 00:00:00";"1";"1";"1";"1";"1";"0";"0";"1";"1"
"722";"0";"1";"31";"6888322";"-77";"0";"3";"81";"3";"3";"3";"-99";"2";"-77";"-66";"6";"2";"6";"7";"3";"4";"3";"7";"3";"6";"3";"1";"2";"3";"2";"7";"3";"5";"6";"2";"3";"4";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889149,6891057,6891077,6891084,6891088,6891089,6891115,6891152,6888322";"1";"0";"0";"-77";"-77";"809be8fcd316cd43671b3239cb8e65b2";"1";"0";"1709334675";"2024-03-01 23:11:15";"2024-03-01 23:11:15";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"723";"0";"1";"31";"6888322";"-77";"0";"2";"93";"3";"7";"1";"-99";"3";"-77";"-66";"3";"2";"3";"2";"4";"6";"6";"6";"5";"4";"4";"5";"1";"1";"4";"7";"2";"2";"4";"6";"7";"7";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889149,6891057,6891077,6891084,6891085,6891088,6891115,6891152,6888322";"1";"0";"0";"-77";"-77";"eb07466d8c60afe2834bb16f52b9c2d9";"1";"0";"1709334675";"2024-03-01 23:11:15";"2024-03-01 23:11:15";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"724";"0";"1";"31";"6888322";"-77";"0";"2";"79";"1";"1";"1";"-99";"3";"-77";"-66";"7";"1";"5";"1";"5";"6";"5";"4";"7";"5";"4";"4";"2";"7";"4";"3";"6";"5";"3";"1";"5";"3";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889149,6891057,6891077,6891084,6891085,6891088,6891115,6891152,6888322";"0";"1";"0";"-77";"-77";"7300b8115e729f8065c820fee4b27901";"1";"0";"1709334676";"2024-03-01 23:11:16";"2024-03-01 23:11:16";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"725";"0";"1";"31";"6888322";"-77";"0";"3";"0";"1";"5";"1";"-99";"2";"-77";"-66";"7";"7";"3";"6";"5";"1";"7";"2";"2";"2";"7";"3";"5";"6";"2";"4";"5";"7";"4";"7";"4";"6";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889149,6891057,6891077,6891084,6891088,6891089,6891115,6891152,6888322";"1";"1";"0";"-77";"-77";"f055985576583fcd34cf0b68df1f9f25";"1";"0";"1709334676";"2024-03-01 23:11:16";"2024-03-01 23:11:16";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"726";"0";"1";"31";"6888322";"-77";"0";"1";"24";"2";"2";"3";"-99";"2";"-77";"-66";"5";"3";"4";"5";"3";"2";"4";"4";"3";"5";"4";"6";"4";"1";"1";"4";"2";"4";"2";"3";"5";"2";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889149,6891057,6891077,6891082,6891084,6891088,6891115,6891152,6888322";"0";"0";"0";"-77";"-77";"8f69719ea6db8161f25a5b5e001e4fb7";"1";"0";"1709334676";"2024-03-01 23:11:16";"2024-03-01 23:11:16";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"727";"0";"1";"31";"6888322";"-77";"0";"3";"73";"1";"6";"4";"Testtext A+T";"1";"4";"Testtext A+T";"4";"7";"7";"1";"1";"3";"1";"4";"1";"1";"3";"6";"2";"1";"2";"6";"3";"3";"1";"6";"7";"2";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889146,6889149,6891057,6891077,6891084,6891088,6891089,6891115,6891152,6888322";"1";"1";"0";"-77";"-77";"03ca956d9bc547ec594e477d641cd692";"1";"0";"1709334677";"2024-03-01 23:11:17";"2024-03-01 23:11:17";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"728";"0";"1";"31";"6888322";"-77";"0";"1";"13";"2";"6";"3";"-99";"1";"2";"-99";"7";"5";"6";"6";"3";"5";"4";"6";"6";"5";"4";"2";"1";"5";"3";"7";"4";"3";"6";"7";"7";"3";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889146,6889149,6891057,6891077,6891082,6891084,6891088,6891115,6891152,6888322";"0";"1";"0";"-77";"-77";"25d5dfcee91b4ed75f106763a102bccb";"1";"0";"1709334677";"2024-03-01 23:11:17";"2024-03-01 23:11:17";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"729";"0";"1";"31";"6888322";"-77";"1";"2";"98";"4";"1";"1";"-99";"2";"-77";"-66";"7";"4";"3";"6";"4";"3";"6";"5";"3";"1";"3";"7";"6";"6";"3";"3";"6";"5";"3";"5";"3";"7";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889149,6891057,6891077,6891084,6891085,6891088,6891115,6891152,6888322";"1";"0";"0";"-77";"-77";"3d8480c4e47c33986ccac65874cb5721";"1";"0";"1709334677";"2024-03-01 23:11:17";"2024-03-01 23:11:18";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"1";"0";"1";"1"
"730";"0";"1";"31";"6888322";"-77";"0";"3";"22";"3";"3";"3";"-99";"3";"-77";"-66";"1";"4";"2";"6";"6";"1";"6";"2";"3";"3";"1";"3";"7";"1";"1";"6";"3";"1";"4";"3";"4";"7";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889149,6891057,6891077,6891084,6891088,6891089,6891115,6891152,6888322";"0";"1";"0";"-77";"-77";"71b302b4e78271a5fd3fd18106097453";"1";"0";"1709334678";"2024-03-01 23:11:18";"2024-03-01 23:11:18";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"731";"0";"1";"31";"6888322";"-77";"0";"1";"40";"3";"4";"3";"-99";"2";"-77";"-66";"1";"6";"6";"3";"3";"6";"1";"1";"4";"6";"5";"4";"5";"5";"2";"1";"1";"2";"3";"4";"3";"6";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889149,6891057,6891077,6891082,6891084,6891088,6891115,6891152,6888322";"1";"1";"0";"-77";"-77";"5bfc1271a3c907e5ede5320a8659add9";"1";"0";"1709334678";"2024-03-01 23:11:18";"2024-03-01 23:11:18";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"732";"0";"1";"31";"6888322";"-77";"0";"2";"55";"2";"7";"3";"-99";"3";"-77";"-66";"1";"5";"6";"7";"6";"3";"4";"2";"3";"2";"3";"2";"3";"7";"2";"1";"5";"2";"4";"6";"2";"2";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889149,6891057,6891077,6891084,6891085,6891088,6891115,6891152,6888322";"1";"1";"0";"-77";"-77";"dd32461c20397be6b5d5d7f5c3c58934";"1";"0";"1709334678";"2024-03-01 23:11:18";"2024-03-01 23:11:18";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"733";"0";"1";"31";"6888322";"-77";"0";"3";"2";"4";"3";"4";"Testtext A+T";"3";"-77";"-66";"5";"2";"7";"3";"4";"5";"5";"1";"2";"1";"2";"3";"6";"5";"1";"3";"2";"1";"7";"5";"4";"4";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889149,6891057,6891077,6891084,6891088,6891089,6891115,6891152,6888322";"0";"0";"0";"-77";"-77";"d77ab44dcd844390d8728c8e5fbc5352";"1";"0";"1709334679";"2024-03-01 23:11:19";"2024-03-01 23:11:19";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"734";"0";"1";"31";"6888322";"-77";"0";"1";"88";"2";"7";"4";"Testtext A+T";"1";"4";"Testtext A+T";"6";"4";"5";"1";"1";"3";"5";"2";"2";"6";"7";"1";"3";"1";"1";"5";"1";"6";"2";"7";"3";"7";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889146,6889149,6891057,6891077,6891082,6891084,6891088,6891115,6891152,6888322";"1";"0";"0";"-77";"-77";"b72696fe07a6f1dba8459621005e8f59";"1";"0";"1709334679";"2024-03-01 23:11:19";"2024-03-01 23:11:19";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"735";"0";"1";"31";"6888322";"-77";"0";"2";"73";"3";"5";"2";"-99";"2";"-77";"-66";"7";"2";"5";"4";"4";"2";"4";"2";"4";"6";"5";"1";"3";"3";"7";"1";"2";"1";"6";"3";"6";"4";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889149,6891057,6891077,6891084,6891085,6891088,6891115,6891152,6888322";"1";"1";"0";"-77";"-77";"b236be87fd254c50ecf0d40711f4b60d";"1";"0";"1709334679";"2024-03-01 23:11:19";"2024-03-01 23:11:19";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"736";"0";"1";"31";"6888322";"-77";"0";"2";"11";"2";"7";"1";"-99";"1";"4";"Testtext A+T";"7";"6";"6";"4";"7";"1";"6";"6";"7";"4";"5";"5";"1";"2";"2";"1";"6";"2";"1";"3";"7";"4";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889146,6889149,6891057,6891077,6891084,6891085,6891088,6891115,6891152,6888322";"0";"1";"0";"-77";"-77";"052b0bb10c911ac0d46982c9eb7b6c94";"1";"0";"1709334680";"2024-03-01 23:11:20";"2024-03-01 23:11:20";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"737";"0";"1";"31";"6888322";"-77";"0";"3";"30";"1";"3";"2";"-99";"2";"-77";"-66";"7";"3";"3";"5";"1";"1";"7";"2";"2";"1";"7";"6";"1";"2";"7";"1";"7";"5";"1";"1";"3";"5";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889149,6891057,6891077,6891084,6891088,6891089,6891115,6891152,6888322";"0";"0";"0";"-77";"-77";"ad31602ce0cbb1a57290f042e28317f8";"1";"0";"1709334680";"2024-03-01 23:11:20";"2024-03-01 23:11:20";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"738";"0";"1";"31";"6888322";"-77";"0";"1";"93";"4";"1";"1";"-99";"2";"-77";"-66";"4";"3";"4";"3";"4";"1";"7";"7";"3";"3";"7";"3";"4";"4";"2";"3";"3";"5";"1";"1";"2";"1";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889149,6891057,6891077,6891082,6891084,6891088,6891115,6891152,6888322";"0";"0";"0";"-77";"-77";"c74a8f5e91191c3809d7d24f3a0b6a07";"1";"0";"1709334680";"2024-03-01 23:11:20";"2024-03-01 23:11:20";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"739";"0";"1";"31";"6888322";"-77";"0";"2";"35";"2";"7";"3";"-99";"3";"-77";"-66";"3";"1";"6";"2";"7";"4";"7";"4";"4";"5";"1";"2";"2";"1";"7";"2";"4";"3";"4";"3";"3";"1";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889149,6891057,6891077,6891084,6891085,6891088,6891115,6891152,6888322";"0";"0";"0";"-77";"-77";"026a32173c24bf0b4ef37870805d669a";"1";"0";"1709334681";"2024-03-01 23:11:21";"2024-03-01 23:11:21";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"740";"0";"1";"31";"6888322";"-77";"0";"1";"1";"4";"2";"1";"-99";"3";"-77";"-66";"7";"2";"7";"6";"4";"3";"2";"7";"7";"4";"4";"5";"1";"1";"2";"1";"3";"4";"7";"5";"7";"5";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889149,6891057,6891077,6891082,6891084,6891088,6891115,6891152,6888322";"0";"0";"0";"-77";"-77";"f62ca82529225977b4d20be9745e01ed";"1";"0";"1709334681";"2024-03-01 23:11:21";"2024-03-01 23:11:21";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"741";"0";"1";"31";"6888322";"-77";"1";"3";"65";"3";"5";"3";"-99";"1";"2";"-99";"6";"2";"4";"3";"7";"2";"7";"3";"7";"1";"6";"7";"4";"7";"4";"6";"7";"4";"6";"5";"3";"6";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889146,6889149,6891057,6891077,6891084,6891088,6891089,6891115,6891152,6888322";"1";"0";"0";"-77";"-77";"093deaaa9a2580c9337b8ef3068b2c1f";"1";"0";"1709334681";"2024-03-01 23:11:21";"2024-03-01 23:11:22";"0000-00-00 00:00:00";"0";"0";"0";"1";"0";"0";"1";"1";"1"
"742";"0";"1";"31";"6888322";"-77";"0";"3";"62";"2";"7";"4";"Testtext A+T";"2";"-77";"-66";"2";"3";"2";"7";"7";"3";"7";"7";"3";"4";"2";"5";"3";"6";"1";"6";"2";"2";"1";"6";"7";"5";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889149,6891057,6891077,6891084,6891088,6891089,6891115,6891152,6888322";"0";"0";"0";"-77";"-77";"f3503eda9e438fdf316c2cd0910421e5";"1";"0";"1709334682";"2024-03-01 23:11:22";"2024-03-01 23:11:22";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"743";"0";"1";"31";"6888322";"-77";"0";"1";"9";"1";"6";"2";"-99";"2";"-77";"-66";"3";"3";"1";"1";"2";"6";"2";"1";"3";"6";"4";"6";"3";"7";"7";"7";"3";"3";"6";"5";"4";"4";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889149,6891057,6891077,6891082,6891084,6891088,6891115,6891152,6888322";"0";"0";"0";"-77";"-77";"570ca155be88ea78e4ed4b6c94dc4726";"1";"0";"1709334682";"2024-03-01 23:11:22";"2024-03-01 23:11:22";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"744";"0";"1";"31";"6888322";"-77";"1";"2";"49";"3";"7";"2";"-99";"2";"-77";"-66";"7";"2";"2";"6";"2";"1";"7";"6";"2";"7";"1";"5";"6";"2";"1";"1";"2";"5";"5";"6";"7";"6";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889149,6891057,6891077,6891084,6891085,6891088,6891115,6891152,6888322";"0";"1";"0";"-77";"-77";"8a27df6294b299ae59df292073e6e1a4";"1";"0";"1709334682";"2024-03-01 23:11:22";"2024-03-01 23:11:23";"0000-00-00 00:00:00";"1";"0";"1";"1";"0";"1";"0";"1";"1"
"745";"0";"1";"31";"6888322";"-77";"0";"2";"92";"3";"1";"3";"-99";"1";"1";"-99";"4";"3";"7";"1";"4";"4";"7";"5";"3";"2";"6";"2";"6";"5";"2";"5";"6";"1";"7";"6";"1";"5";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889146,6889149,6891057,6891077,6891084,6891085,6891088,6891115,6891152,6888322";"1";"0";"0";"-77";"-77";"242bd8067fd93252240b42525b29e9a4";"1";"0";"1709334683";"2024-03-01 23:11:23";"2024-03-01 23:11:23";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"746";"0";"1";"31";"6888322";"-77";"0";"1";"1";"4";"1";"3";"-99";"1";"1";"-99";"3";"5";"4";"4";"1";"4";"1";"6";"5";"2";"3";"6";"5";"4";"7";"3";"6";"4";"6";"6";"2";"2";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889146,6889149,6891057,6891077,6891082,6891084,6891088,6891115,6891152,6888322";"1";"0";"0";"-77";"-77";"ab73f07ed3a3d286c23f3416d51e0eec";"1";"0";"1709334683";"2024-03-01 23:11:23";"2024-03-01 23:11:23";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"747";"0";"1";"31";"6888322";"-77";"1";"3";"70";"1";"4";"2";"-99";"2";"-77";"-66";"1";"2";"5";"2";"2";"1";"2";"4";"7";"7";"3";"6";"1";"7";"5";"4";"2";"7";"1";"4";"7";"3";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889149,6891057,6891077,6891084,6891088,6891089,6891115,6891152,6888322";"1";"1";"0";"-77";"-77";"aae1d81c3c2a1b39e454872f16949725";"1";"0";"1709334683";"2024-03-01 23:11:23";"2024-03-01 23:11:24";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"1"
"748";"0";"1";"31";"6888322";"-77";"0";"2";"7";"3";"5";"3";"-99";"2";"-77";"-66";"6";"1";"6";"3";"3";"7";"4";"4";"6";"1";"4";"1";"6";"3";"3";"1";"1";"4";"5";"2";"5";"2";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889149,6891057,6891077,6891084,6891085,6891088,6891115,6891152,6888322";"1";"0";"0";"-77";"-77";"729f977429e08d3d88b70f6e1be0c62f";"1";"0";"1709334684";"2024-03-01 23:11:24";"2024-03-01 23:11:24";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"749";"0";"1";"31";"6888322";"-77";"0";"3";"87";"4";"3";"1";"-99";"2";"-77";"-66";"3";"1";"7";"3";"5";"7";"4";"3";"3";"6";"5";"3";"4";"1";"7";"4";"5";"4";"1";"4";"1";"7";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889149,6891057,6891077,6891084,6891088,6891089,6891115,6891152,6888322";"1";"1";"0";"-77";"-77";"4d8de74c775c18f5086406be8aa5931a";"1";"0";"1709334684";"2024-03-01 23:11:24";"2024-03-01 23:11:24";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"750";"0";"1";"31";"6888322";"-77";"0";"1";"97";"2";"7";"2";"-99";"1";"4";"Testtext A+T";"6";"4";"1";"1";"2";"4";"7";"3";"5";"7";"4";"2";"1";"6";"6";"2";"5";"4";"7";"5";"3";"4";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889146,6889149,6891057,6891077,6891082,6891084,6891088,6891115,6891152,6888322";"0";"1";"0";"-77";"-77";"48f4766970d1f977d5c7cca0a1ddfef1";"1";"0";"1709334684";"2024-03-01 23:11:24";"2024-03-01 23:11:24";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"751";"0";"1";"31";"6888322";"-77";"0";"2";"75";"4";"2";"1";"-99";"1";"1";"-99";"1";"5";"6";"5";"3";"3";"7";"1";"6";"2";"6";"3";"6";"1";"2";"4";"4";"5";"4";"7";"3";"7";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889146,6889149,6891057,6891077,6891084,6891085,6891088,6891115,6891152,6888322";"1";"1";"0";"-77";"-77";"26f116eebbb54c6d1b539597ed2620f1";"1";"0";"1709334685";"2024-03-01 23:11:25";"2024-03-01 23:11:25";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
